OBJECTID_1,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,OBJECTID,WEB_URL,NAME,NBH_NAMES,SHAPE_Leng,Census_Tract_GEOID,Census_Tract_NAMELSAD,Census_Tract_ALAND,Census_Tract_AWATER,Census_Tract_INTPTLAT,Census_Tract_INTPTLON,Census_Tract_N_Cluster,Census_Tract_N_Name,GEOID,Total_15,P_Bach_15,Total_09,P_Bach_09,D_Total,Bach_15,Bach_09,D_Bach,C_Bach,C_P_Bach,Total_white_15,P_Bach_white_15,Total_white_09,P_Bach_white_09,D_Total_white,Bach_white_15,Bach_white_09,D_Bach_white,C_Bach_white,C_P_Bach_white,Total_black_15,P_Bach_black_15,Total_black_09,P_Bach_black_09,D_Total_black,Bach_black_15,Bach_black_09,D_Bach_black,C_Bach_black,C_P_Bach_black,Total_asian_15,P_Bach_asian_15,Total_asian_09,P_Bach_asian_09,D_Total_asian,Bach_asian_15,Bach_asian_09,D_Bach_asian,C_Bach_asian,C_P_Bach_asian,MHI_ALL_15,MHI_ALL_09,D_Income,C_Income,ORIG_FID,Census_Tract_GEOID_1,Census_Tract_NAMELSAD_1,Census_Tract_ALAND_1,Census_Tract_AWATER_1,Census_Tract_INTPTLAT_1,Census_Tract_INTPTLON_1,Census_Tract_N_Cluster_1,Census_Tract_N_Name_1,Total_hisp_15,P_Bach_hisp_15,Total_hisp_09,P_Bach_hisp_09,D_Total_hisp,Bach_hisp_15,Bach_hisp_09,D_Bach_hisp,C_Bach_hisp,C_P_Bach_hisp,Shape_Length,Shape_Area
11,1,10,1,11,11,http://planning.dc.gov/,Cluster 29,"Eastland Gardens, Kenilworth",5385.979495842388100,11001009601,Census Tract 96.01,1884942.000000000000000,180632.000000000000000,+38.9091299,-76.9490616,29,"Eastland Gardens, Kenilworth",11001009601,1309.000000000000000,17.341482047364401,1305.000000000000000,22.400000000000002,4.000000000000000,227.000000000000000,292.319999999999990,-65.319999999999993,-22.345374931581826,-22.582669431408931,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,1277.000000000000000,15.740015661707126,1294.000000000000000,22.565687789799071,-17.000000000000000,201.000000000000000,292.000000000000000,-91.000000000000000,-31.164383561643838,-30.248012786818418,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,32794.000000000000000,22300.000000000000000,10494.000000000000000,47.058295964125563,150,11001009601,Census Tract 96.01,1884942.000000000000000,180632.000000000000000,+38.9091299,-76.9490616,29,"Eastland Gardens, Kenilworth",9.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,9.000000000000000,9.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.055612775705694,1596970.265795079500000
12,5,11,5,12,12,http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10169.468983140483000,11001008802,Census Tract 88.02,468578.000000000000000,0.000000000000000,+38.9039498,-76.9866786,23,"Ivy City, Arboretum, Trinidad, Carver Langston",11001008802,10849.000000000000000,25.569176882661999,9589.000000000000000,15.360767546146626,1260.000000000000000,2774.000000000000000,1472.944000000000000,1301.056000000000000,106.489154932664450,79.635372147429649,1434.000000000000000,70.641562064156204,483.000000000000000,39.690163292525497,951.000000000000000,1013.000000000000000,276.000000000000000,737.000000000000000,161.187214611872150,77.982543290416530,8431.000000000000000,16.213972245285259,8661.000000000000000,12.562059808336221,-230.000000000000000,1367.000000000000000,1088.000000000000000,279.000000000000000,25.643382352941174,29.070968397440822,436.000000000000000,61.467889908256879,30.000000000000000,0.000000000000000,406.000000000000000,268.000000000000000,0.000000000000000,268.000000000000000,0.000000000000000,0.000000000000000,36655.400000000001000,29308.000000000000000,7347.400000000001500,25.069605568445478,130,11001008802,Census Tract 88.02,468578.000000000000000,0.000000000000000,+38.9039498,-76.9866786,23,"Ivy City, Arboretum, Trinidad, Carver Langston",531.000000000000000,28.248587570621471,283.000000000000000,29.681978798586574,248.000000000000000,150.000000000000000,84.000000000000000,66.000000000000000,78.571428571428569,-4.829163303739573,0.110433063451189,3516225.782646744500000
13,4,12,4,13,13,http://planning.dc.gov/,Cluster 4,"Georgetown, Burleith/Hillandale",8517.966643216277600,11001000100,Census Tract 1,1907610.000000000000000,512798.000000000000000,+38.9060174,-77.0601874,4,"Georgetown, Burleith/Hillandale",11001000100,10559.000000000000000,89.951699971588212,9943.000000000000000,87.286583526098752,616.000000000000000,9498.000000000000000,8678.904999999998800,819.095000000000480,-9.646186006713426,-6.899370581425238,9611.000000000000000,91.020705441681400,9008.000000000000000,89.761256636101137,603.000000000000000,8748.000000000000000,8132.000000000000000,616.000000000000000,-0.031191515907673,1.403109596255056,294.000000000000000,68.707482993197274,223.000000000000000,19.730941704035875,71.000000000000000,202.000000000000000,44.000000000000000,158.000000000000000,359.090909090909070,248.222016079158920,401.000000000000000,90.523690773067329,329.000000000000000,68.693009118541042,72.000000000000000,363.000000000000000,226.000000000000000,137.000000000000000,60.619469026548678,31.780063116544898,113457.750000000000000,113417.250000000000000,40.500000000000000,0.035708853811920,1,11001000100,Census Tract 1,1907610.000000000000000,512798.000000000000000,+38.9060174,-77.0601874,4,"Georgetown, Burleith/Hillandale",994.000000000000000,74.949698189134807,682.000000000000000,86.950146627565985,312.000000000000000,745.000000000000000,593.000000000000000,152.000000000000000,25.632377740303543,-13.801527546391338,0.089267529736659,3381461.637178415400000
14,4,13,4,14,14,http://planning.dc.gov/,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",6838.303761789284200,11001004201,Census Tract 42.01,204529.000000000000000,0.000000000000000,+38.9162076,-77.0388456,6,"Dupont Circle, Connecticut Avenue/K Street",11001004201,11110.000000000000000,90.864086408640858,10422.000000000000000,77.502936096718472,-621.000000000000000,10095.000000000000000,8077.355999999999800,907.644000000000230,11.094466062072977,15.390378771500954,8956.000000000000000,95.466726217061193,7611.000000000000000,89.591401047105535,387.000000000000000,8550.000000000000000,6788.000000000000000,1762.000000000000000,22.848515349773528,6.557911921554300,479.000000000000000,52.192066805845513,1501.000000000000000,18.387741505662891,-1022.000000000000000,250.000000000000000,276.000000000000000,-26.000000000000000,-9.420289855072465,183.841638679616380,1047.000000000000000,81.470869149952236,842.000000000000000,83.966745843230399,205.000000000000000,853.000000000000000,707.000000000000000,146.000000000000000,20.650636492220649,-2.972458522970599,89878.250000000000000,66192.250000000000000,23686.000000000000000,35.783645366338199,61,11001004201,Census Tract 42.01,204529.000000000000000,0.000000000000000,+38.9162076,-77.0388456,6,"Dupont Circle, Connecticut Avenue/K Street",586.000000000000000,90.102389078498291,647.000000000000000,82.071097372488410,-61.000000000000000,528.000000000000000,531.000000000000000,-3.000000000000000,-0.564971751412429,9.785773509959309,0.069088602422523,2286330.153129566500000
15,3,14,3,15,15,http://planning.dc.gov/,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",6710.244067367080800,11001003400,Census Tract 34,917526.000000000000000,159593.000000000000000,+38.9221781,-77.0175890,3,"Howard University, Le Droit Park, Cardozo/Shaw",11001003400,10062.000000000000000,77.280858676207515,7515.000000000000000,60.699800399201600,2547.000000000000000,7776.000000000000000,4561.590000000000100,3214.409999999999900,69.617497015573562,30.084646803451477,6399.000000000000000,94.921081418971710,3885.000000000000000,80.293503654513245,2514.000000000000000,6074.000000000000000,3170.000000000000000,2904.000000000000000,207.581227436823130,18.217635423406087,2746.000000000000000,41.296431172614710,3090.000000000000000,34.660194174757279,-344.000000000000000,1134.000000000000000,1071.000000000000000,63.000000000000000,5.882352941176470,19.146566128272141,324.000000000000000,92.592592592592595,215.000000000000000,59.534883720930232,109.000000000000000,300.000000000000000,128.000000000000000,172.000000000000000,134.375000000000000,55.526620370370374,103088.666666666670000,58963.333333333336000,44125.333333333336000,74.835208321555768,52,11001003400,Census Tract 34,917526.000000000000000,159593.000000000000000,+38.9221781,-77.0175890,3,"Howard University, Le Droit Park, Cardozo/Shaw",1065.000000000000000,46.384976525821600,559.000000000000000,13.059033989266547,506.000000000000000,494.000000000000000,73.000000000000000,421.000000000000000,576.712328767123380,255.194546273072260,0.070363793975268,1860056.662122712200000
16,5,15,5,16,16,http://planning.dc.gov/,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",9886.495917213345800,11001006202,Census Tract 62.02,6539773.000000000000000,4970897.000000000000000,+38.8809933,-77.0363219,0,No Data,11001006202,9717.000000000000000,68.179479263147059,1494.000000000000000,13.700000000000001,29.000000000000000,6625.000000000000000,204.678000000000000,103.322000000000000,50.480266565043628,53.041196901412633,4683.000000000000000,89.942344650864825,40.000000000000000,35.000000000000000,168.000000000000000,4212.000000000000000,14.000000000000000,4198.000000000000000,935.714285714285780,156.978127573899510,4144.000000000000000,41.578185328185327,1403.000000000000000,13.328581610833929,2741.000000000000000,1723.000000000000000,187.000000000000000,1536.000000000000000,821.390374331550900,211.947561579914460,472.000000000000000,80.508474576271183,51.000000000000000,9.803921568627452,421.000000000000000,380.000000000000000,5.000000000000000,375.000000000000000,7500.000000000000000,721.186440677966060,55050.000000000000000,37540.800000000003000,17509.199999999997000,46.640455184758970,80,11001006202,Census Tract 62.02,6539773.000000000000000,4970897.000000000000000,+38.8809933,-77.0363219,0,No Data,559.000000000000000,58.676207513416813,0.000000000000000,0.000000000000000,559.000000000000000,328.000000000000000,0.000000000000000,328.000000000000000,0.000000000000000,0.000000000000000,0.099535821128105,3517245.142127166500000
17,6,16,6,17,17,http://planning.dc.gov/,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",8741.855408846851800,11001007707,Census Tract 77.07,842852.000000000000000,0.000000000000000,+38.8779453,-76.9353432,33,"Capitol View, Marshall Heights, Benning Heights",11001007707,9703.000000000000000,15.891992167370915,8609.000000000000000,14.476582646068067,1094.000000000000000,1542.000000000000000,1246.289000000000000,295.710999999999960,51.477665463960477,29.087111966920322,214.000000000000000,62.616822429906534,55.000000000000000,0.000000000000000,159.000000000000000,134.000000000000000,0.000000000000000,134.000000000000000,134.000000000000000,100.000000000000000,9277.000000000000000,14.724587689985988,8348.000000000000000,14.350742692860566,929.000000000000000,1366.000000000000000,1198.000000000000000,168.000000000000000,14.023372287145241,2.605056791321390,1.000000000000000,100.000000000000000,69.000000000000000,52.173913043478258,-68.000000000000000,1.000000000000000,36.000000000000000,-35.000000000000000,-97.222222222222214,91.666666666666671,43043.166666666664000,31887.333333333332000,11155.833333333332000,34.985156070330952,109,11001007707,Census Tract 77.07,842852.000000000000000,0.000000000000000,+38.8779453,-76.9353432,33,"Capitol View, Marshall Heights, Benning Heights",296.000000000000000,30.743243243243246,108.000000000000000,0.000000000000000,188.000000000000000,91.000000000000000,0.000000000000000,91.000000000000000,0.000000000000000,0.000000000000000,0.092738624000208,3467772.227224394200000
18,4,17,4,18,18,http://planning.dc.gov/,Cluster 13,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",15858.747545227652000,11001000801,Census Tract 8.01,2931409.000000000000000,144814.000000000000000,+38.9237666,-77.0917339,13,"Spring Valley, Palisades, Wesley Heights, Foxhall ",11001000801,11422.000000000000000,85.440378217475043,11528.000000000000000,83.828591256072187,-106.000000000000000,9759.000000000000000,9663.760000000002000,95.239999999999327,3.591041634985363,1.064801552303553,9690.000000000000000,87.915376676986597,10600.000000000000000,84.430662519155348,-910.000000000000000,8519.000000000000000,8866.000000000000000,-347.000000000000000,-13.583007266629401,4.127308792632829,728.000000000000000,68.406593406593402,252.000000000000000,100.000000000000000,476.000000000000000,498.000000000000000,252.000000000000000,246.000000000000000,97.619047619047620,-31.593406593406598,525.000000000000000,56.761904761904759,522.000000000000000,81.417624521072796,3.000000000000000,298.000000000000000,425.000000000000000,-127.000000000000000,-29.882352941176471,-30.283025210084034,161251.750000000000000,149068.750000000000000,12183.000000000000000,8.172739088507818,11,11001000801,Census Tract 8.01,2931409.000000000000000,144814.000000000000000,+38.9237666,-77.0917339,13,"Spring Valley, Palisades, Wesley Heights, Foxhall ",1157.000000000000000,75.453759723422635,776.000000000000000,54.639175257731956,381.000000000000000,873.000000000000000,424.000000000000000,449.000000000000000,105.896226415094330,38.094616852301812,0.160330268151321,9082501.159000007400000
19,3,18,3,19,19,http://planning.dc.gov/,Cluster 20,"North Michigan Park, Michigan Park, University Heights",9970.618365019381600,11001009503,Census Tract 95.03,1422862.000000000000000,746.000000000000000,+38.9431636,-76.9848993,20,"N Michigan Park, Michigan Park, University Heights",11001009503,7558.000000000000000,44.906059804180998,7599.000000000000000,39.083024082116061,-41.000000000000000,3394.000000000000000,2969.918999999999900,424.081000000000020,18.459899495025862,19.104026990368748,1418.000000000000000,74.612129760225670,1130.000000000000000,55.212157809983900,288.000000000000000,1058.000000000000000,669.000000000000000,389.000000000000000,91.984732824427482,35.137137760505553,5604.000000000000000,38.775874375446115,6101.000000000000000,34.420586789050979,-497.000000000000000,2173.000000000000000,2100.000000000000000,73.000000000000000,3.476190476190476,12.653147411712723,27.000000000000000,100.000000000000000,101.000000000000000,100.000000000000000,-74.000000000000000,27.000000000000000,101.000000000000000,-74.000000000000000,-73.267326732673268,0.000000000000000,72960.333333333328000,62002.666666666664000,10957.666666666664000,17.672895789428409,144,11001009503,Census Tract 95.03,1422862.000000000000000,746.000000000000000,+38.9431636,-76.9848993,20,"N Michigan Park, Michigan Park, University Heights",505.000000000000000,26.930693069306933,339.000000000000000,24.483775811209441,166.000000000000000,136.000000000000000,83.000000000000000,53.000000000000000,63.855421686746979,9.994035548133134,0.105015495740277,3977876.061240262400000
20,3,19,3,20,20,http://planning.dc.gov/,Cluster 12,"North Cleveland Park, Forest Hills, Van Ness",7341.575862305450800,11001001200,Census Tract 12,1218245.000000000000000,0.000000000000000,+38.9462264,-77.0705239,12,"North Cleveland Park, Forest Hills, Van Ness",11001001200,13467.000000000000000,88.074552610083913,12112.000000000000000,84.530374834874493,1355.000000000000000,11861.000000000000000,10238.319000000000000,1622.680999999999600,14.352247670290927,5.208159591853214,10495.000000000000000,91.672224868985225,9999.000000000000000,86.062906326019913,496.000000000000000,9621.000000000000000,8607.000000000000000,1014.000000000000000,13.689547581903277,6.517695930133158,1137.000000000000000,80.211081794195252,753.000000000000000,70.252324037184593,384.000000000000000,912.000000000000000,529.000000000000000,383.000000000000000,72.400756143667294,14.175698659790219,1106.000000000000000,81.283905967450281,849.000000000000000,86.101295641931685,257.000000000000000,899.000000000000000,731.000000000000000,168.000000000000000,22.982216142270861,-5.595025764206173,111068.333333333330000,97071.333333333328000,13997.000000000000000,14.419293028494510,18,11001001200,Census Tract 12,1218245.000000000000000,0.000000000000000,+38.9462264,-77.0705239,12,"North Cleveland Park, Forest Hills, Van Ness",1042.000000000000000,69.289827255278311,1119.000000000000000,71.313672922252010,-77.000000000000000,722.000000000000000,798.000000000000000,-76.000000000000000,-9.523809523809524,-2.837948999177405,0.074837876646871,3218065.482202657000000
21,10,20,10,21,21,http://planning.dc.gov/,Cluster 18,"Brightwood Park, Crestwood, Petworth",11770.038846470614000,11001002001,Census Tract 20.01,632723.000000000000000,1107.000000000000000,+38.9597034,-77.0351061,18,"Brightwood Park, Crestwood, Petworth",11001002001,29499.000000000000000,42.414997118546395,26385.000000000000000,33.051843850672732,3114.000000000000000,12512.000000000000000,8720.728999999999400,3791.271000000000200,46.289409118831614,30.319477412637713,7269.000000000000000,73.847847021598568,5199.000000000000000,70.403218742354767,2070.000000000000000,5368.000000000000000,3716.000000000000000,1652.000000000000000,9.183673469387756,4.892714197982405,17082.000000000000000,31.746868048237914,17554.000000000000000,25.794690668793436,-472.000000000000000,5423.000000000000000,4528.000000000000000,895.000000000000000,19.765901060070671,23.075203559798670,871.000000000000000,72.904707233065452,255.000000000000000,67.450980392156865,616.000000000000000,635.000000000000000,172.000000000000000,463.000000000000000,269.186046511627920,8.085467118788893,76199.500000000000000,64107.599999999999000,12091.900000000001000,18.861882210533544,30,11001002001,Census Tract 20.01,632723.000000000000000,1107.000000000000000,+38.9597034,-77.0351061,18,"Brightwood Park, Crestwood, Petworth",5919.000000000000000,19.935799966210507,4193.000000000000000,10.159790126401145,1726.000000000000000,1180.000000000000000,426.000000000000000,754.000000000000000,176.995305164319260,96.222556944414677,0.123254870600628,6496989.913015110400000
22,2,21,2,22,22,http://planning.dc.gov/,Cluster 11,"Friendship Heights, American University Park, Tenleytown",9023.803254892669400,11001001001,Census Tract 10.01,2454383.000000000000000,0.000000000000000,+38.9489546,-77.0884650,11,"Friendship Heights, AU Park, Tenleytown",11001001001,8799.000000000000000,87.237186043868618,7948.000000000000000,85.056227981882245,851.000000000000000,7676.000000000000000,6760.269000000000200,915.730999999999310,13.585524501026459,2.032186768634011,7550.000000000000000,89.112582781456950,6926.000000000000000,86.463823235022289,624.000000000000000,6728.000000000000000,5952.000000000000000,776.000000000000000,14.637639644800919,3.063430978797821,470.000000000000000,66.808510638297875,305.000000000000000,67.868852459016395,165.000000000000000,314.000000000000000,207.000000000000000,107.000000000000000,51.690821256038646,-1.562339397677046,504.000000000000000,90.476190476190482,421.000000000000000,80.522565320665080,83.000000000000000,456.000000000000000,339.000000000000000,117.000000000000000,34.513274336283182,12.361286697569893,151628.500000000000000,145230.500000000000000,6398.000000000000000,4.405410709182989,15,11001001001,Census Tract 10.01,2454383.000000000000000,0.000000000000000,+38.9489546,-77.0884650,11,"Friendship Heights, AU Park, Tenleytown",731.000000000000000,84.541723666210672,526.000000000000000,78.897338403041829,205.000000000000000,618.000000000000000,415.000000000000000,203.000000000000000,48.915662650602407,7.154088309462196,0.092490569988428,4188960.911933162200000
23,5,22,5,23,23,http://planning.dc.gov/,Cluster 19,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",13540.691393378493000,11001002202,Census Tract 22.02,693964.000000000000000,566.000000000000000,+38.9479653,-77.0118821,18,"Brightwood Park, Crestwood, Petworth",11001002202,12136.000000000000000,32.127554383651947,10306.000000000000000,27.256316708713374,1830.000000000000000,3899.000000000000000,2809.036000000000100,1089.963999999999900,36.057523386016179,19.158297267632101,1143.000000000000000,73.315835520559929,576.000000000000000,53.133791433385170,567.000000000000000,838.000000000000000,332.000000000000000,506.000000000000000,1.265822784810127,37.983444325589609,8926.000000000000000,28.814698633206365,9056.000000000000000,27.042844522968196,-130.000000000000000,2572.000000000000000,2449.000000000000000,123.000000000000000,5.022458146182115,6.552025652232286,236.000000000000000,61.016949152542374,78.000000000000000,8.974358974358975,158.000000000000000,144.000000000000000,7.000000000000000,137.000000000000000,1957.142857142857300,579.903147699757940,54615.400000000001000,50224.400000000001000,4391.000000000000000,8.742762481980870,35,11001002202,Census Tract 22.02,693964.000000000000000,566.000000000000000,+38.9479653,-77.0118821,18,"Brightwood Park, Crestwood, Petworth",2079.000000000000000,16.257816257816256,682.000000000000000,4.692082111436950,1397.000000000000000,338.000000000000000,32.000000000000000,306.000000000000000,956.250000000000000,246.494708994708930,0.139276950700773,3605480.850209632000000
24,6,23,6,24,24,http://planning.dc.gov/,Cluster 17,"Takoma, Brightwood, Manor Park",11038.930007932566000,11001001702,Census Tract 17.02,939294.000000000000000,0.000000000000000,+38.9717231,-77.0160682,17,"Takoma, Brightwood, Manor Park",11001001702,16397.000000000000000,39.677989876196868,12096.000000000000000,35.527331349206356,1779.000000000000000,6506.000000000000000,4297.386000000000400,1083.614000000000000,25.965990094296455,8.199605832254099,3320.000000000000000,65.542168674698800,1450.000000000000000,48.081398631101621,1269.000000000000000,2176.000000000000000,835.000000000000000,1341.000000000000000,89.837398373983731,36.315021069920832,10927.000000000000000,33.055733504163996,9153.000000000000000,33.519064787501371,1774.000000000000000,3612.000000000000000,3068.000000000000000,544.000000000000000,17.731421121251632,-1.382291798040089,236.000000000000000,70.338983050847460,196.000000000000000,57.653061224489797,40.000000000000000,166.000000000000000,113.000000000000000,53.000000000000000,46.902654867256636,22.003899805009752,69130.500000000000000,46031.666666666664000,23098.833333333336000,50.180310655708041,25,11001001702,Census Tract 17.02,939294.000000000000000,0.000000000000000,+38.9717231,-77.0160682,17,"Takoma, Brightwood, Manor Park",3111.000000000000000,26.679524268723881,1338.000000000000000,10.239162929745889,1773.000000000000000,830.000000000000000,137.000000000000000,693.000000000000000,505.839416058394140,160.563528989434700,0.114431930338423,4479170.040348716100000
25,1,24,1,25,25,http://planning.dc.gov/,Cluster 16,"Colonial Village, Shepherd Park, North Portal Estates",7172.718105458163300,11001001600,Census Tract 16,2665665.000000000000000,35624.000000000000000,+38.9849725,-77.0382324,16,"Colonial Village, Shepherd Park, N Portal",11001001600,3261.000000000000000,78.656853725850965,3194.000000000000000,77.200000000000003,67.000000000000000,2565.000000000000000,2465.768000000000000,99.231999999999971,4.024385100301406,1.887116225195547,800.000000000000000,88.500000000000000,769.000000000000000,87.776332899869956,31.000000000000000,708.000000000000000,675.000000000000000,33.000000000000000,4.888888888888889,0.824444444444450,2312.000000000000000,76.211072664359861,2194.000000000000000,79.124886052871474,118.000000000000000,1762.000000000000000,1736.000000000000000,26.000000000000000,1.497695852534562,-3.682549870042903,16.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,16.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,143194.000000000000000,137434.000000000000000,5760.000000000000000,4.191102638357321,24,11001001600,Census Tract 16,2665665.000000000000000,35624.000000000000000,+38.9849725,-77.0382324,16,"Colonial Village, Shepherd Park, N Portal",184.000000000000000,62.500000000000000,213.000000000000000,30.046948356807512,-29.000000000000000,115.000000000000000,64.000000000000000,51.000000000000000,79.687500000000000,108.007812500000000,0.072880111917551,2246425.168309910200000
26,3,25,3,26,26,http://planning.dc.gov/,Cluster 10,"Hawthorne, Barnaby Woods, Chevy Chase",9994.966298234629000,11001001401,Census Tract 14.01,788162.000000000000000,0.000000000000000,+38.9653037,-77.0706081,10,"Hawthorne, Barnaby Woods, Chevy Chase",11001001401,9107.000000000000000,84.177006698144282,9013.000000000000000,80.720847664484623,94.000000000000000,7666.000000000000000,7275.369999999999900,390.629999999999880,5.520413614968074,3.914096890365004,7194.000000000000000,87.892688351403947,7329.000000000000000,85.581907588806061,-135.000000000000000,6323.000000000000000,6169.000000000000000,154.000000000000000,3.819444444444445,2.700080925632618,1109.000000000000000,65.915238954012622,1276.000000000000000,61.833855799373040,-167.000000000000000,731.000000000000000,789.000000000000000,-58.000000000000000,-7.351077313054500,6.600563885069843,512.000000000000000,78.906250000000000,301.000000000000000,72.757475083056477,211.000000000000000,404.000000000000000,219.000000000000000,185.000000000000000,84.474885844748854,8.451055936073063,143808.000000000000000,124086.333333333330000,19721.666666666672000,15.893504253758811,21,11001001401,Census Tract 14.01,788162.000000000000000,0.000000000000000,+38.9653037,-77.0706081,10,"Hawthorne, Barnaby Woods, Chevy Chase",485.000000000000000,64.329896907216494,407.000000000000000,49.631449631449634,78.000000000000000,312.000000000000000,202.000000000000000,110.000000000000000,54.455445544554458,29.615188322955998,0.100155034586654,4943821.825731271900000
27,2,26,2,27,27,http://planning.dc.gov/,Cluster 28,Historic Anacostia,5447.119959132098300,11001007503,Census Tract 75.03,499811.000000000000000,0.000000000000000,+38.8639864,-76.9869813,28,Historic Anacostia,11001007503,2894.000000000000000,12.508638562543192,3338.000000000000000,7.191851408028760,-444.000000000000000,362.000000000000000,240.064000000000020,121.935999999999980,72.709077640940052,102.146618371063700,47.000000000000000,46.808510638297875,23.000000000000000,0.000000000000000,24.000000000000000,22.000000000000000,0.000000000000000,22.000000000000000,22.000000000000000,100.000000000000000,2836.000000000000000,11.812411847672779,3304.000000000000000,7.021791767554479,-468.000000000000000,335.000000000000000,232.000000000000000,103.000000000000000,44.396551724137936,68.225037692719255,5.000000000000000,100.000000000000000,8.000000000000000,100.000000000000000,-3.000000000000000,5.000000000000000,8.000000000000000,-3.000000000000000,-37.500000000000000,0.000000000000000,21642.000000000000000,26520.500000000000000,-4878.500000000000000,-18.395203710337285,102,11001007503,Census Tract 75.03,499811.000000000000000,0.000000000000000,+38.8639864,-76.9869813,28,Historic Anacostia,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.057785917351336,1339009.314089370000000
28,1,27,1,28,28,http://planning.dc.gov/,Cluster 35,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",6606.102003325686400,11001007603,Census Tract 76.03,1226618.000000000000000,0.000000000000000,+38.8591090,-76.9585470,35,"Fairfax Village, Hillcrest, Summit Park",11001007603,3242.000000000000000,27.513880320789635,3493.000000000000000,28.400000000000002,-251.000000000000000,892.000000000000000,992.012000000000060,-100.012000000000060,-10.081732882263527,-3.120139715529461,200.000000000000000,46.500000000000000,250.000000000000000,31.199999999999999,-50.000000000000000,93.000000000000000,78.000000000000000,15.000000000000000,19.230769230769234,49.038461538461540,2700.000000000000000,26.518518518518519,2969.000000000000000,25.631525766251261,-269.000000000000000,716.000000000000000,761.000000000000000,-45.000000000000000,-5.913272010512484,3.460553852143874,67.000000000000000,68.656716417910445,36.000000000000000,100.000000000000000,31.000000000000000,46.000000000000000,36.000000000000000,10.000000000000000,27.777777777777779,-31.343283582089555,48847.000000000000000,48246.000000000000000,601.000000000000000,1.245699125316088,105,11001007603,Census Tract 76.03,1226618.000000000000000,0.000000000000000,+38.8591090,-76.9585470,35,"Fairfax Village, Hillcrest, Summit Park",350.000000000000000,32.000000000000000,232.000000000000000,47.844827586206897,118.000000000000000,112.000000000000000,111.000000000000000,1.000000000000000,0.900900900900901,-33.117117117117118,0.068844461819909,1906664.313087875000000
29,3,28,3,29,29,http://planning.dc.gov/,Cluster 37,"Sheridan, Barry Farm, Buena Vista",7600.043648226398500,11001007401,Census Tract 74.01,1210265.000000000000000,200992.000000000000000,+38.8668098,-76.9949201,37,"Sheridan, Barry Farm, Buena Vista",11001007401,4557.000000000000000,8.448540706605224,4456.000000000000000,11.385188509874327,101.000000000000000,385.000000000000000,507.323999999999960,-122.323999999999980,-29.691943376112423,-31.740393463934478,28.000000000000000,100.000000000000000,112.000000000000000,31.250000000000000,-84.000000000000000,28.000000000000000,35.000000000000000,-7.000000000000000,-85.714285714285708,220.000000000000030,4460.000000000000000,7.578475336322869,4340.000000000000000,10.875576036866359,120.000000000000000,338.000000000000000,472.000000000000000,-134.000000000000000,-28.389830508474578,-30.316561526183790,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,29026.666666666668000,27895.000000000000000,1131.666666666667900,4.056879966541200,94,11001007401,Census Tract 74.01,1210265.000000000000000,200992.000000000000000,+38.8668098,-76.9949201,37,"Sheridan, Barry Farm, Buena Vista",33.000000000000000,0.000000000000000,64.000000000000000,20.312500000000000,-31.000000000000000,0.000000000000000,13.000000000000000,-13.000000000000000,-100.000000000000000,-100.000000000000000,0.080138954869237,2052485.301598330000000
